,Incident Datetime,Incident Description,Analysis Neighborhood,Intersection,Latitude,Longitude
355719,2020/04/01 12:00:00 PM,"Vehicle, Stolen, Motorcycle",Twin Peaks,GLENVIEW DR \ BURNETT AVE,37.74836927164645,-122.44502166556515
355728,2020/04/14 08:00:00 PM,"Vehicle, Stolen, Truck",Mission,LILAC ST \ 24TH ST,37.7522713650779,-122.41787692129522
355736,2020/04/04 05:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,REUEL CT \ HUDSON AVE,37.73660452681319,-122.38363786204994
355756,2020/04/15 11:00:00 AM,"Vehicle, Stolen, Other Vehicle",Outer Richmond,31ST AVE \ CLEMENT ST,37.781726071897616,-122.49129886316926
355768,2020/04/13 05:30:00 PM,"Vehicle, Stolen, Auto",Mission,SOUTH VAN NESS AVE \ 14TH ST,37.76840526775054,-122.41780215524851
355774,2020/04/15 01:00:00 PM,"Vehicle, Stolen, Auto",Western Addition,ELLIS ST \ WEBSTER ST,37.782569887796356,-122.43079788213421
355807,2020/04/13 01:00:00 PM,"Vehicle, Stolen, Auto",Mission,FOLSOM ST \ 15TH ST,37.76693705518631,-122.41546212875728
355812,2020/04/15 04:00:00 AM,"Vehicle, Stolen, Auto",Inner Sunset,ORTEGA ST \ 10TH AVE,37.75280307704964,-122.46660050041493
355816,2020/03/26 06:00:00 PM,"Vehicle, Stolen, Truck",Bayview Hunters Point,WHEAT ST \ PAUL AVE,37.72344678051801,-122.40007300242719
355820,2020/04/14 04:30:00 PM,"Vehicle, Stolen, Auto",West of Twin Peaks,SOUTHWOOD DR \ PLYMOUTH AVE \ SAN RAMON WAY,37.72580865070976,-122.45658212570083
355846,2020/04/13 11:00:00 PM,"Vehicle, Stolen, Auto",,,,
355847,2020/04/15 05:56:00 PM,"Vehicle, Stolen & Recovered",Mission,BRYANT ST \ 24TH ST,37.752795583046776,-122.40912991017444
355852,2020/04/14 05:00:00 PM,"Vehicle, Stolen, Truck",Hayes Valley,OAK ST \ BUCHANAN ST,37.7743884667864,-122.42754641814665
355906,2020/04/10 12:00:00 AM,"Vehicle, Stolen, Motorcycle",Potrero Hill,KANSAS ST \ 19TH ST,37.7608921280721,-122.40317091731887
355917,2020/04/15 11:17:00 PM,"Vehicle, Stolen & Recovered",Mission,VALENCIA ST \ SPARROW ST,37.76572075492168,-122.42196431314674
355992,2020/04/13 07:00:00 PM,"Vehicle, Stolen & Recovered",Nob Hill,JONES ST \ CLAY ST,37.793223145237825,-122.41447007514856
355993,2020/04/15 05:00:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,TARAVAL ST \ 32ND AVE,37.74243743572926,-122.48962023576368
356001,2020/04/16 08:00:00 AM,"Vehicle, Stolen, Auto",Sunset/Parkside,EMERALD LN \ EVERGLADE DR,37.733326194059785,-122.4889845104767
356037,2020/04/14 09:00:00 PM,"Vehicle, Stolen, Auto",West of Twin Peaks,LANSDALE AVE \ GLOBE ALY,37.736102238969714,-122.45800894043488
356038,2020/04/15 09:00:00 PM,"Vehicle, Stolen, Motorcycle",Potrero Hill,MISSOURI ST \ SIERRA ST,37.75829496713925,-122.39608874127985
356053,2020/04/15 07:00:00 PM,"Vehicle, Stolen, Truck",Potrero Hill,23RD ST \ ARKANSAS ST,37.75482657770952,-122.39772873392515
356103,2020/04/16 03:30:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,KIRKWOOD AVE \ DORMITORY RD \ KISKA RD,37.729659692795856,-122.37492808154569
356142,2020/04/15 02:00:00 PM,"Vehicle, Stolen, Motorcycle",North Beach,ROMOLO ST \ POLLARD PL \ VALLEJO ST,37.798872338484365,-122.40642965238837
356162,2020/04/01 07:00:00 AM,"Vehicle, Stolen, Bus",Bayview Hunters Point,DONNER AVE \ HAWES ST,37.72117506928244,-122.38833333269504
356168,2020/04/16 07:07:00 PM,"Vehicle, Stolen, Auto",Hayes Valley,FRANKLIN ST \ FELL ST,37.77615876396203,-122.42114842518585
356170,2020/04/16 11:38:00 PM,"Vehicle, Stolen, Auto",Mission,UTAH ST \ MARIPOSA ST,37.76325388611961,-122.4063055719333
356289,2020/04/16 11:00:00 PM,"Vehicle, Stolen, Auto",Mission,23RD ST \ FLORIDA ST,37.75434061381649,-122.41021992662606
356298,2020/04/16 07:30:00 PM,"Vehicle, Stolen, Attempted",Sunset/Parkside,GREAT HWY \ LA PLAYA \ LAWTON ST,37.75655122870687,-122.50890254470623
356312,2020/04/16 10:00:00 PM,"Vehicle, Stolen, Auto",Marina,GREEN ST \ FRANKLIN ST,37.79740834964961,-122.4254368676107
356315,2020/04/16 09:00:00 PM,"Vehicle, Stolen, Auto",Lone Mountain/USF,FORTUNA AVE \ ANZAVISTA AVE,37.77969466820095,-122.44260534958626
356317,2020/04/14 08:00:00 PM,"Vehicle, Stolen, Motorcycle",Excelsior,FRANCE AVE \ PARIS ST,37.719268809020846,-122.43675633339994
356321,2020/04/17 01:51:00 AM,"Vehicle, Stolen, Auto",West of Twin Peaks,FAXON AVE \ WILDWOOD WAY,37.7275868464126,-122.45987740020284
356323,2020/04/15 03:15:00 AM,"Vehicle, Stolen, Auto",Mission,FOLSOM ST \ 15TH ST,37.76693705518631,-122.41546212875728
356325,2020/04/10 02:00:00 PM,"Vehicle, Stolen & Recovered",Mission,FOLSOM ST \ 15TH ST,37.76693705518631,-122.41546212875728
356333,2020/04/16 04:00:00 PM,"Vehicle, Stolen, Truck",Noe Valley,29TH ST \ SAN JOSE AVE,37.74394224018153,-122.42266944640758
356334,2020/04/16 06:00:00 PM,"Vehicle, Stolen, Auto",Western Addition,MCALLISTER ST \ FILLMORE ST,37.77863203682374,-122.43176322156376
356339,2020/04/04 03:00:00 PM,"Vehicle, Stolen, Truck",Bayview Hunters Point,MARYLAND ST \ CESAR CHAVEZ ST,37.75055988067989,-122.38269394788188
356351,2020/04/16 07:00:00 PM,"Vehicle, Stolen, Auto",Noe Valley,JERSEY ST \ CASTRO ST,37.750494923779776,-122.43400651874828
356357,2020/04/17 08:30:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,WHEAT ST \ PAUL AVE,37.72344678051801,-122.40007300242719
356361,2020/04/16 07:00:00 PM,"Vehicle, Stolen, Truck",Bayview Hunters Point,EGBERT AVE \ JENNINGS ST,37.722657955936725,-122.39260969783658
356363,2020/04/16 09:00:00 PM,"Vehicle, Stolen, Motorcycle",Lone Mountain/USF,HAYES ST \ MASONIC AVE,37.773935370671886,-122.44609172828017
356366,2019/11/19 03:30:00 PM,"Vehicle, Stolen, Auto",Excelsior,MISSION ST \ ONONDAGA AVE,37.72116354747668,-122.43746114104351
356373,2020/03/12 09:00:00 PM,"Vehicle, Stolen, Auto",Excelsior,MISSION ST \ ONONDAGA AVE,37.72116354747668,-122.43746114104351
356375,2020/04/17 01:55:00 PM,"Vehicle, Stolen, Auto",Mission,14TH ST \ MISSION ST,37.76827365252839,-122.4199815132408
356379,2020/04/17 02:39:00 PM,"Vehicle, Stolen, Auto",Hayes Valley,GOUGH ST \ FELL ST,37.775949861708284,-122.42278763487913
356388,2020/04/17 01:46:00 PM,"Vehicle, Stolen & Recovered",Financial District/South Beach,FRONT ST \ JACKSON ST,37.796926429317054,-122.39950750040278
356396,2020/04/16 09:00:00 PM,"Vehicle, Stolen, Motorcycle",Outer Richmond,25TH AVE \ CROSSOVER DR \ FULTON ST,37.77256906100615,-122.48419420207377
356398,2020/04/14 04:00:00 PM,"Vehicle, Stolen, Auto",Mission,22ND ST \ GUERRERO ST,37.755169793091,-122.4231810012334
356405,2020/03/06 05:30:00 PM,"Vehicle, Stolen, Motorcycle",Lone Mountain/USF,STANYAN ST \ FULTON ST,37.77475548347705,-122.45468264914028
356413,2020/04/16 05:00:00 PM,"Vehicle, Stolen, Auto",North Beach,BAY ST \ MASON ST,37.80561847896117,-122.41360416993443
356416,2020/04/15 12:00:00 PM,"Vehicle, Stolen, Auto",Haight Ashbury,MASONIC AVE \ PAGE ST,37.77114193264378,-122.44553527914866
356537,2020/04/17 09:00:00 PM,"Vehicle, Stolen, Auto",Excelsior,FRANCE AVE \ NAPLES ST,37.71774401659268,-122.43355535030396
356565,2020/04/17 08:00:00 PM,"Vehicle, Stolen, Auto",Outer Mission,KENNY ALY \ MISSION ST,37.71930935913096,-122.43886348695386
356576,2020/04/17 12:00:00 PM,"Vehicle, Stolen, Attempted",Marina,UNION ST \ BAKER ST,37.79582659464644,-122.44541045637413
356596,2020/04/16 12:00:00 PM,"Vehicle, Stolen, Motorcycle",Mission,FAIR OAKS ST \ 23RD ST,37.75350307437521,-122.42413623606281
356622,2020/04/15 03:00:00 PM,"Vehicle, Stolen, Auto",Twin Peaks,STANTON ST \ GRAND VIEW AVE \ MARKET ST \ YUKON ST,37.756754582744755,-122.44224350337944
356640,2020/04/02 06:00:00 PM,"Vehicle, Stolen & Recovered",South of Market,RAUSCH ST \ HOWARD ST,37.77709218421705,-122.41050575404131
356652,2020/04/16 10:30:00 PM,"Vehicle, Stolen & Recovered",Financial District/South Beach,ECKER ST \ CLEMENTINA ST,37.78709954244846,-122.39579264200438
356666,2020/04/14 12:00:00 AM,"Vehicle, Stolen, Truck",Potrero Hill,22ND ST \ MINNESOTA ST,37.7578258598883,-122.3902100869154
356682,2020/04/18 07:00:00 AM,"Vehicle, Stolen, Auto",Pacific Heights,PINE ST \ DIVISADERO ST,37.78711245591735,-122.44024995765257
356701,2020/04/18 11:00:00 AM,"Vehicle, Stolen & Recovered",Bayview Hunters Point,REVERE AVE \ BRIDGEVIEW DR \ NEWHALL ST,37.733787709582174,-122.39390394778086
356746,2020/04/18 02:00:00 PM,"Vehicle, Stolen, Truck",Bernal Heights,GATES ST \ OGDEN AVE,37.73592937516169,-122.41420978422165
356757,2020/04/18 02:30:00 PM,"Vehicle, Stolen, Auto",West of Twin Peaks,WESTWOOD DR \ WILDWOOD WAY,37.72758420705493,-122.45903349979923
356758,2020/04/14 05:00:00 PM,"Vehicle, Stolen, Truck",Bernal Heights,SHOTWELL ST \ CESAR CHAVEZ ST,37.748230730135205,-122.41491896442714
356762,2020/04/18 06:00:00 PM,"Vehicle, Stolen, Truck",North Beach,TAYLOR ST \ CHESTNUT ST \ COLUMBUS AVE,37.80354232410081,-122.41487678623676
356766,2020/04/14 02:36:00 PM,"Vehicle, Stolen, Auto",Oceanview/Merced/Ingleside,GRANADA AVE \ HOLLOWAY AVE,37.72184307479147,-122.45716308864463
356776,2020/04/18 11:00:00 PM,"Vehicle, Stolen, Auto",Mission,22ND ST \ QUANE ST,37.75507498221517,-122.4248226932178
356779,2020/04/15 12:00:00 PM,"Vehicle, Stolen, Motorcycle",Hayes Valley,OAK ST \ FILLMORE ST,37.77397251992769,-122.43082471432068
356787,2020/04/18 10:00:00 PM,"Vehicle, Stolen, Auto",Mission,ALABAMA ST \ 25TH ST,37.75109168744617,-122.41081071349078
356788,2020/04/19 12:30:00 PM,"Vehicle, Stolen & Recovered",Bayview Hunters Point,INGALLS ST \ BEATRICE LN,37.730719004824465,-122.37990119364588
356811,2020/04/18 05:00:00 PM,"Vehicle, Stolen, Motorcycle",Haight Ashbury,STANYAN ST \ FREDERICK ST,37.76637407295711,-122.45294703466854
356830,2020/04/18 10:00:00 PM,"Vehicle, Stolen, Auto",Castro/Upper Market,FORD ST \ SANCHEZ ST,37.76195440731402,-122.43065017784868
356900,2020/04/20 05:50:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,REUEL CT \ HUDSON AVE,37.73660452681319,-122.38363786204994
356925,2020/04/19 05:00:00 PM,"Vehicle, Stolen, Auto",Excelsior,FRANCE AVE \ PARIS ST,37.719268809020846,-122.43675633339994
356930,2020/04/11 06:00:00 PM,"Vehicle, Stolen, Motorcycle",Hayes Valley,HICKORY ST \ OCTAVIA ST,37.77527093082994,-122.42438696500791
356933,2020/04/19 11:00:00 PM,"Vehicle, Stolen, Other Vehicle",Outer Mission,SENECA AVE \ ALEMANY BLVD,37.71863405495245,-122.44131776584959
356934,2020/02/25 07:00:00 AM,"Vehicle, Stolen, Auto",South of Market,07TH ST \ HARRISON ST,37.77551415340742,-122.40629596589987
356950,2020/03/16 04:00:00 PM,"Vehicle, Stolen, Other Vehicle",Outer Richmond,ANZA ST \ 37TH AVE,37.77757937015435,-122.49745452596987
356964,2020/04/19 10:00:00 AM,"Vehicle, Stolen, Other Vehicle",,,,
356987,2020/04/04 06:00:00 PM,"Vehicle, Stolen, Auto",Lone Mountain/USF,ROSSI AVE \ LONE MOUNTAIN TER,37.778717899475254,-122.45629867807988
356991,2020/04/17 06:00:00 PM,"Vehicle, Stolen, Auto",Glen Park,ADDISON ST \ DIAMOND HEIGHTS BLVD \ GOLD MINE DR,37.74015348041543,-122.4358395774638
356999,2020/03/23 05:00:00 PM,"Vehicle, Stolen, Motorcycle",Russian Hill,CLAY ST \ LARKIN ST,37.79259308227565,-122.41940178531726
357007,2020/04/14 10:30:00 AM,"Vehicle, Stolen, Auto",Tenderloin,ELLIS ST \ MASON ST,37.78528291631406,-122.40949752694893
357020,2020/04/19 10:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,03RD ST \ OAKDALE AVE,37.73479735810732,-122.39069377366371
357036,2020/04/20 05:05:00 PM,"Vehicle, Stolen, Auto",South of Market,CLARA ST \ 06TH ST,37.77769965850785,-122.4046055071112
357057,2020/04/19 07:00:00 PM,"Vehicle, Stolen, Auto",Financial District/South Beach,MAIN ST \ BRYANT ST,37.786898679249546,-122.38877943718776
357069,2020/04/20 12:22:00 PM,"Vehicle, Stolen, Auto",North Beach,POWELL ST \ GREENWICH ST,37.80210072466788,-122.41120259347622
357082,2020/04/20 09:45:00 PM,"Vehicle, Stolen, Auto",South of Market,NATOMA ST \ 06TH ST,37.78016202513452,-122.40769141596378
357092,2020/04/20 12:22:00 PM,"Vehicle, Stolen & Recovered",North Beach,POWELL ST \ GREENWICH ST,37.80210072466788,-122.41120259347622
357134,2020/04/21 03:22:00 AM,"Vehicle, Stolen & Recovered",Bayview Hunters Point,VAN DYKE AVE \ KEITH ST,37.72809908084767,-122.39054746381515
357138,2020/04/06 03:00:00 PM,"Vehicle, Stolen & Recovered",Chinatown,PACIFIC AVE \ COLUMBUS AVE,37.797064589576394,-122.4055129367436
357156,2020/04/20 04:15:00 PM,"Vehicle, Stolen, Auto",Mission Bay,BLUXOME ST \ 05TH ST,37.7759412206594,-122.39796947621387
357162,2020/04/20 07:00:00 AM,"Vehicle, Stolen, Motorcycle",Hayes Valley,ROSE ST \ GOUGH ST,37.77361912904158,-122.42231206867004
357165,2020/04/20 08:00:00 PM,"Vehicle, Stolen, Auto",Outer Richmond,ANZA ST \ 44TH AVE,37.777238565264454,-122.50495237802991
357176,2020/04/11 07:30:00 PM,"Vehicle, Stolen & Recovered",Castro/Upper Market,14TH ST \ DOLORES ST,37.7678690181592,-122.42669318465522
357182,2020/04/20 05:30:00 PM,"Vehicle, Stolen, Attempted",Pacific Heights,FILLMORE ST \ WASHINGTON ST,37.79159164982217,-122.43438048549991
357210,2020/04/17 05:00:00 PM,"Vehicle, Stolen & Recovered",Haight Ashbury,ASHBURY ST \ CLIFFORD TER,37.76418782169413,-122.44607364963915
357214,2020/04/19 12:00:00 AM,"Vehicle, Stolen, Motorcycle",Castro/Upper Market,LANDERS ST \ 14TH ST,37.76779268701828,-122.4278649987455
357239,2020/04/21 02:15:00 PM,"Vehicle, Stolen & Recovered",Pacific Heights,SACRAMENTO ST \ DIVISADERO ST,37.788995258643354,-122.44062361999508
357247,2020/04/20 05:30:00 PM,"Vehicle, Stolen, Auto",Outer Mission,GENEVA AVE \ GLORIA CT,37.71725817235249,-122.44162284178871
357250,2020/04/21 09:00:00 AM,"Vehicle, Stolen, Truck",South of Market,FOLSOM ST \ DORE ST,37.77328477975285,-122.41222500728584
357252,2020/04/16 04:00:00 PM,"Vehicle, Stolen & Recovered",Financial District/South Beach,BEALE ST \ HARRISON ST,37.78745518601511,-122.39117965917616
357258,2020/04/19 09:00:00 PM,"Vehicle, Stolen & Recovered",Mission,BARTLETT ST \ 23RD ST,37.753769699814576,-122.41970544916016
357261,2020/04/21 05:00:00 PM,"Vehicle, Stolen, Auto",Lone Mountain/USF,ROSSI AVE \ LONE MOUNTAIN TER,37.778717899475254,-122.45629867807988
357262,2020/04/20 06:00:00 AM,"Vehicle, Stolen, Auto",Tenderloin,TURK ST \ POLK ST,37.78216926914033,-122.41899327461522
357263,2020/04/20 05:00:00 PM,"Vehicle, Stolen, Auto",Inner Richmond,LAKE ST \ 05TH AVE,37.786721578852905,-122.46361794420464
357272,2020/04/20 06:00:00 PM,"Vehicle, Stolen, Motorcycle",Mission,UTAH ST \ 16TH ST,37.7658422701934,-122.40655282563033
357402,2020/04/21 06:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,UPTON ST \ JERROLD AVE,37.74498227499275,-122.40031143818324
357403,2020/03/13 03:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,NEWHALL ST \ OAKDALE AVE,37.73566095847136,-122.39221366181737
357423,2020/04/21 04:00:00 PM,"Vehicle, Stolen, Motorcycle",Noe Valley,23RD ST \ DIAMOND ST,37.752759572006184,-122.43645426700488
357431,2020/04/13 09:30:00 PM,"Vehicle, Stolen, Truck",Mission,FOLSOM ST \ 12TH ST,37.770896107862136,-122.41499665572486
357432,2020/04/22 10:30:00 AM,"Vehicle, Stolen, Auto",Mission,15TH ST \ MISSION ST,37.76667360056878,-122.41982523539404
357438,2020/04/20 05:00:00 PM,"Vehicle, Stolen, Auto",Inner Sunset,WARREN DR \ LOCKSLEY AVE,37.75856248834858,-122.46322594890091
357443,2020/04/17 01:55:00 PM,"Vehicle, Stolen, Auto",Mission,14TH ST \ MISSION ST,37.76827365252839,-122.4199815132408
357445,2020/04/19 04:00:00 PM,"Vehicle, Stolen, Truck",Lone Mountain/USF,GEARY BLVD \ MASONIC AVE,37.78239164108496,-122.44730151526936
357458,2020/04/20 05:00:00 PM,"Vehicle, Stolen, Auto",Potrero Hill,CAROLINA ST \ 17TH ST,37.764897506780926,-122.40063332132424
357522,2020/04/22 05:30:00 PM,"Vehicle, Stolen, Auto",Castro/Upper Market,HENRY ST \ NOE ST,37.76666202941856,-122.43333190593825
357538,2020/04/20 11:00:00 AM,"Vehicle, Stolen & Recovered",Inner Richmond,09TH AVE \ CABRILLO ST,37.775222828208044,-122.46708629614174
357545,2020/04/22 09:30:00 PM,"Vehicle, Stolen, Motorcycle",Financial District/South Beach,01ST ST \ CLEMENTINA ST,37.787717614296156,-122.39500784294519
357549,2020/04/22 10:30:00 PM,"Vehicle, Stolen, Auto",Mission,23RD ST \ HARRISON ST,37.75423033022032,-122.41204726702513
357559,2020/04/22 10:25:00 PM,"Vehicle, Stolen & Recovered",Tenderloin,TURK ST \ DODGE ST,37.782420417712785,-122.41698299637551
357562,2020/04/19 12:00:00 PM,"Vehicle, Stolen, Auto",Pacific Heights,FILLMORE ST \ BROADWAY,37.79426603230613,-122.43491932780172
357600,2020/04/22 03:00:00 PM,"Vehicle, Stolen, Auto",Inner Sunset,KIRKHAM ST \ 09TH AVE,37.760311557773754,-122.4660503902008
357601,2020/04/21 04:00:00 PM,"Vehicle, Stolen, Motorcycle",Noe Valley,23RD ST \ DIAMOND ST,37.752759572006184,-122.43645426700488
357607,2020/04/23 03:00:00 AM,"Vehicle, Stolen, Auto",McLaren Park,BOWDOIN ST \ MANSELL ST,37.71973600033775,-122.4079769275189
357613,2020/04/22 11:00:00 PM,"Vehicle, Stolen, Auto",Mission,ALBION ST \ 15TH ST,37.76646479082014,-122.4232814566486
357617,2020/04/22 04:00:00 PM,"Vehicle, Stolen, Auto",Excelsior,NAYLOR ST \ MUNICH ST,37.71136797802958,-122.4341826949238
357622,2020/04/22 03:00:00 PM,"Vehicle, Stolen, Truck",Bayview Hunters Point,BITTING AVE \ KALMANOVITZ ST,37.72656384925113,-122.39754784804468
357628,2020/04/22 10:00:00 PM,"Vehicle, Stolen & Recovered",Bernal Heights,TREAT AVE \ PRECITA AVE,37.7468249987779,-122.41254705065515
357630,2020/04/21 04:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,OAKDALE AVE \ RANKIN ST,37.73884664690457,-122.3978095470368
357657,2020/04/20 10:00:00 PM,"Vehicle, Stolen, Motorcycle",Bayview Hunters Point,MERCURY ST \ LEDYARD ST,37.73246551284282,-122.4012684187763
357665,2020/04/22 10:30:00 PM,"Vehicle, Stolen, Auto",Presidio Heights,LYON ST \ POST ST,37.78368646230103,-122.44464305967482
357666,2020/04/22 06:00:00 PM,"Vehicle, Stolen, Auto",Lone Mountain/USF,BAKER ST \ FULTON ST,37.77643503539543,-122.44148832787052
357668,2020/04/22 06:00:00 PM,"Vehicle, Stolen & Recovered",Outer Mission,ALEMANY BLVD \ SICKLES AVE,37.710478552590544,-122.45488512667829
357675,2020/04/22 06:00:00 PM,"Vehicle, Stolen, Truck",Portola,WAYLAND ST \ GOETTINGEN ST,37.72565770881371,-122.406071235877
357963,2020/04/21 02:00:00 PM,"Vehicle, Stolen, Truck",Marina,WEBSTER ST \ FILBERT ST,37.798230069522816,-122.43403570059587
358012,2020/04/21 04:00:00 PM,"Vehicle, Stolen, Auto",Oceanview/Merced/Ingleside,HOLLOWAY AVE \ CAPITOL AVE,37.721837490774405,-122.45920421560415
358022,2020/04/21 10:00:00 AM,"Vehicle, Stolen, Truck",Hayes Valley,STEINER ST \ FELL ST,37.774692659698076,-122.43264862280407
358056,2020/02/23 06:07:00 PM,"Vehicle, Stolen & Recovered",Hayes Valley,HAYES ST \ WEBSTER ST,37.77604428487268,-122.42955405793656
358060,2020/04/23 09:15:00 PM,"Vehicle, Stolen, Auto",Mission,SOUTH VAN NESS AVE \ 12TH ST,37.772222179073,-122.4183520340224
358094,2020/04/23 11:00:00 PM,"Vehicle, Stolen, Truck",Bayview Hunters Point,ARMSTRONG AVE \ LANE ST,37.72728040094178,-122.39409981524678
358153,2020/04/23 11:00:00 AM,"Vehicle, Stolen, Truck",Bayview Hunters Point,ARELIOUS WALKER DR \ INNES AVE,37.730936070218895,-122.37389036627054
358156,2020/04/23 11:00:00 PM,"Vehicle, Stolen, Auto",Outer Mission,OTSEGO AVE \ ONONDAGA AVE,37.72272566969794,-122.44143062024685
358168,2020/04/22 09:00:00 AM,"Vehicle, Stolen, Motorcycle",Castro/Upper Market,FORD ST \ SANCHEZ ST,37.76195440731402,-122.43065017784868
358169,2020/04/23 04:00:00 PM,"Vehicle, Stolen, Auto",Twin Peaks,CRESTLINE DR \ BURNETT AVE,37.749253679782775,-122.44480802671805
358173,2020/04/23 10:15:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,LA PLAYA \ JUDAH ST,37.76028232127865,-122.50914122423451
358186,2020/04/23 03:00:00 AM,"Vehicle, Stolen, Auto",McLaren Park,BOWDOIN ST \ MANSELL ST,37.71973600033775,-122.4079769275189
358206,2020/04/23 08:00:00 PM,"Vehicle, Stolen, Motorcycle",Inner Sunset,MORAGA ST \ 09TH AVE,37.75658192387174,-122.46578989040749
358229,2020/01/24 12:00:00 PM,"Vehicle, Stolen & Recovered",Portola,WOOLSEY ST \ GOETTINGEN ST,37.72446069330615,-122.40557161376506
358232,2020/04/24 03:00:00 AM,"Vehicle, Stolen & Recovered",South of Market,BRYANT ST \ DORE ST,37.77082024098186,-122.40913437034878
358233,2020/04/24 03:00:00 AM,"Vehicle, Stolen & Recovered",South of Market,BRYANT ST \ DORE ST,37.77082024098186,-122.40913437034878
358236,2020/04/24 10:30:00 AM,"Vehicle, Stolen, Attempted",Bayview Hunters Point,QUESADA AVE \ INDUSTRIAL ST,37.73930154272799,-122.40195743638334
358247,2020/04/24 12:30:00 PM,"Vehicle, Stolen, Auto",Bernal Heights,BAY SHORE BLVD \ COSTA ST,37.74429791488461,-122.4045272904853
358261,2020/04/20 02:00:00 PM,"Vehicle, Stolen, Auto",Glen Park,GOLD MINE DR \ DIAMOND HEIGHTS BLVD,37.743608582140304,-122.43768292630257
358262,2019/10/20 12:00:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,REUEL CT \ HUDSON AVE,37.73660452681319,-122.38363786204994
358278,2020/04/22 06:00:00 PM,"Vehicle, Stolen, Truck",Mission,22ND ST \ POTRERO AVE,37.756166982781885,-122.40663579982515
358285,2020/04/23 04:00:00 PM,"Vehicle, Stolen, Auto",Pacific Heights,AUSTIN ST \ OCTAVIA ST,37.788327997791136,-122.42696286071893
358286,2020/04/23 06:00:00 PM,"Vehicle, Stolen, Motorcycle",Pacific Heights,BROADWAY \ LAGUNA ST,37.79489493636311,-122.42998927774914
358301,2020/04/23 08:00:00 PM,"Vehicle, Stolen, Auto",Mission,24TH ST \ BARTLETT ST,37.75217141215726,-122.41955736678386
358314,2020/04/18 10:00:00 PM,"Vehicle, Stolen & Recovered",Hayes Valley,LAGUNA ST \ HAIGHT ST,37.772734311063964,-122.42551205721273
358323,2020/04/24 09:00:00 PM,"Vehicle, Stolen, Auto",Mission,MARKET ST \ MCCOPPIN ST \ PEARL ST,37.771369004996274,-122.42397338541625
358336,2020/04/24 07:32:00 PM,"Vehicle, Stolen, Auto",Oceanview/Merced/Ingleside,HOLLOWAY AVE \ LEE AVE,37.721851370145785,-122.45410655339481
358418,2020/04/21 01:00:00 AM,"Vehicle, Stolen, Motorcycle",Bernal Heights,FLORIDA ST \ PRECITA AVE,37.747553211710034,-122.4095717282413
358419,2020/03/13 05:00:00 PM,"Vehicle, Stolen, Auto",Marina,FILLMORE ST \ BEACH ST,37.80435912227808,-122.43704556734586
358423,2020/04/24 07:30:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,42ND AVE \ SANTIAGO ST,37.74383217263168,-122.50046423561396
358425,2020/04/24 06:00:00 PM,"Vehicle, Stolen, Truck",Excelsior,PERSIA AVE \ PARIS ST,37.722381664489795,-122.43440671066068
358431,2020/04/12 12:00:00 AM,"Vehicle, Stolen, Auto",Potrero Hill,03RD ST \ 23RD ST,37.75538988423265,-122.3880011217841
358434,2020/04/25 01:00:00 AM,"Vehicle, Stolen, Auto",Inner Sunset,NORIEGA ST \ 17TH AVE,37.754334028980104,-122.47433459696987
358435,2020/04/24 05:00:00 PM,"Vehicle, Stolen, Truck",Outer Richmond,19TH AVE \ CLEMENT ST,37.782308378458644,-122.47844350762615
358438,2020/04/24 08:00:00 PM,"Vehicle, Stolen, Auto",Visitacion Valley,VELASCO AVE \ SANTOS ST,37.709946902175886,-122.41934779895823
358480,2020/04/22 08:30:00 PM,"Vehicle, Stolen, Auto",Outer Mission,SANTA ROSA AVE \ MISSION ST,37.72576178951019,-122.43398235613705
358489,2020/04/25 04:18:00 PM,"Vehicle, Stolen, Auto",Lone Mountain/USF,EDWARD ST \ ARGUELLO BLVD,37.778008348688175,-122.45863789638878
358519,2020/04/25 06:30:00 PM,"Vehicle, Stolen & Recovered",Mission,POTRERO AVE \ MARIPOSA ST,37.76318780094483,-122.40730484858473
358525,2020/04/25 02:00:00 PM,"Vehicle, Stolen, Auto",Golden Gate Park,JOHN F KENNEDY DR \ NANCY PELOSI DR,37.771314265599216,-122.45916192158035
358573,2020/04/25 10:00:00 PM,"Vehicle, Stolen & Recovered",Outer Richmond,25TH AVE \ BALBOA ST,37.77630216591517,-122.48446065276802
358687,2020/04/26 05:25:00 AM,"Vehicle, Stolen & Recovered",Potrero Hill,ILLINOIS ST \ 19TH ST,37.761826478250704,-122.38769000609341
358707,2020/04/26 08:20:00 AM,"Vehicle, Stolen & Recovered",Bayview Hunters Point,UNDERWOOD AVE \ INGALLS ST,37.72660616397755,-122.38624189370873
